Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	Recipient.silhouette	cluster_combo	Recipient.medoid_label	Theme.cluster_number	Theme.silhouette	Theme.medoid_label	Recipient.medoid	Theme.medoid	tree_cluster
dat-2920	B: Uh-huh [noise]. //A: But we had these two, that, they we knew someone that, uh, uh, you know, wanted to get rid of these kittens and, uh, [sigh] so we gave it a try. And, uh, //B: [Noise].	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2921	A: And so we finally found someone else that was willing to, to, {pause} to give it a try with #them.#	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2922	A: Uh, so they ended up finding someone else that was willing to give it a #try# --	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2923	B: Uh-huh, uh-huh. Well, it takes, our vet probably said seven to nine months, uh, is the real time you really want to put into them for the training, as far as the initial training, and he said if you give them just that much, then the rest of their life with you is just going to be real nice. //A: That's right.	ditransitive	them/pp	much/da	P	D	7	0.2620939	everybody/pn-discount/nn	everybody/pn	0	0.19250983	discount/nn	everybody/pn	discount/nn	5
dat-2924	B: I en-, I enjoy the music, it gives me an out. //A: Yeah.	ditransitive	me/pp	out/nn	P	N	7	0.44839486	everybody/pn-live/nn	everybody/pn	10	0.48753247	live/nn	everybody/pn	live/nn	5
dat-2925	radio shows here in the Dallas market regarding income taxes, make sure every one pays the right amount. And I am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the I R S does things. They're not going to give you any breaks. I mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //A: And then they're going to tax you on that for, or they're going to give you an interest on it --	ditransitive	you/pp	break/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.54026836	book/nn	everybody/pn	book/nn	5
dat-2926	B: -- and I went and my first day of enrollment in college I walked around, I go into the aerospace building and they gave me the curriculum and it's like, twenty-one units to twenty-four units a quarter.	ditransitive	me/pp	curriculum/nn	P	N	7	0.44839486	everybody/pn-service/nn	everybody/pn	4	0.27477908	service/nn	everybody/pn	service/nn	5
dat-2927	And that just -- //B: Oh. //A: -- gave me the creeps because I, you know, I just hate to think they did that to anything or anybody. //B: Huh.	ditransitive	me/pp	creep/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.17487057	these/dd	everybody/pn	other	5
dat-2928	A: -- and also what they can be told about the effects of sentencing. Like, if you give somebody fifteen years, they'll be out in three weeks or something like that. I, maybe it's not quite that radical, but, but those things are not, those are things are kept from the jury.	ditransitive	somebody/pn	year/nn	I	N	7	0.20257773	everybody/pn-half/nn	everybody/pn	3	0.6504423	half/nn	everybody/pn	half/nn	5
dat-2929	B: Uh, and in Texas there is, there is a couple of questions you have to ask, uh, in the punishment phase. Uh, for example, was the guy provoked and was the response reasonable given the provocation [noise]. And there is a number of questions and just depending on whether you say yes or no, uh, you, you can give him capital punishment and if you're up to the point where if he still qualifies for capital punishment, [noise] then you can look at mitigating circumstances. //A: Okay. So,	ditransitive	him/pp	punishment/nn	P	N	7	0.46108976	everybody/pn-appeal/nn	everybody/pn	7	0.55533946	appeal/nn	everybody/pn	appeal/nn	5
dat-2930	A: -- or, you know, if some, some group just isn't going to play any more, they'll just give us their music, and that type of thing. //B: Uh-huh. //A: And we do an awful lot of, you know, we don't charge for any of our	ditransitive	us/pp	music/nn	P	N	7	0.17421363	everybody/pn-book/nn	everybody/pn	13	0.42156368	book/nn	everybody/pn	book/nn	5
dat-2931	A:  -- is real good about letting you have them there so I, //B:  Yeah. I guess we should have tried the pound, but the humane society, uh, wasn't interested in giving us a pet so, //A:  Huh, well, that's terrible. //B:  Yeah, I thought it was, too.	ditransitive	us/pp	pet/nn	P	N	7	0.17421363	everybody/pn-bag/nn	everybody/pn	8	0.18250163	bag/nn	everybody/pn	bag/nn	5
dat-2932	B: -- the magazine before, back in nineteen, uh, eighty-six, and I thought, Well, I'll give it a try again, because you get tired of one magazine, and you need to try a --	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2933	A:  -- and I tried, uh, reading the magazines hoping I would get more from it and it was just above my head without having someone there to give me the advice as I went along. //B:  Uh-huh. //A:  It was, you know, kind of a little bit more than what I	ditransitive	me/pp	advice/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.04583331	these/dd	everybody/pn	other	5
dat-2934	A: And whenever he gets back to the airport here, he flies down to Aruba tomorrow. But whenever he gets back to the airport here tonight, he's going to give me a call. We're going to have dinner together because he wants to talk with me about some more stuff. //B: Uh-huh.	ditransitive	me/pp	call/nn	P	N	7	0.44839486	everybody/pn-book/nn	everybody/pn	13	0.40145975	book/nn	everybody/pn	book/nn	5
dat-2935	A: -- um, who, who does, he's really an artist, and he does a wonderful, wonderful job with, I just give him my things, and he triple mats everything -- //B: Uh-huh.	ditransitive	him/pp	things/nn	P	N	7	0.46108976	everybody/pn-live/nn	everybody/pn	10	0.475586	live/nn	everybody/pn	live/nn	5
dat-2936	A: Yeah, why, I don't know, I, I think they're kind of nice to have, they're kind of, you know, just relaxing to, I don't know, to pet and to, I don't know, when they like sit up on your lap and stuff like that, just kind of enjoyable to, you know, have like, I don't know, something giving you some affection as well.	ditransitive	you/pp	affection/nn	P	N	7	0.17207849	everybody/pn-doubt/nn	everybody/pn	9	0.26355815	doubt/nn	everybody/pn	doubt/nn	5
dat-2937	A: What kind of insurance do you have up there or is it real high up there? //B: Uh, no mine just got lowered because I just turned twenty-one and, uh, I'm not sure really how much I pay. I just, my mom's helping me out, you know, because I'm a college, I'm in college and, uh, so I just give her the money [laughter] -- //A: Right.	ditransitive	her/pp	money/nn	P	N	7	0.21008055	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-2938	B: Right. //A: -- and they're always looking for free lance editors. //B: Oh let me, let me give you, let me give you, uh, our address. //A: Okay, I can send her some information about it, because I know they mail manuscripts, and for a compl-, well I think it's three chapters and a synopsis, which would be around sixty pages,	ditransitive	you/pp	address/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.29588723	book/nn	everybody/pn	book/nn	5
dat-2939	A: That's how I got my other ones by selling their product for them. They not only give me a demonstrator, but the hardware as well as the software. //B: Uh-huh.	ditransitive	me/pp	demonstrator/nn	P	N	7	0.44839486	everybody/pn-appeal/nn	everybody/pn	7	0.15036973	appeal/nn	everybody/pn	appeal/nn	5
dat-2940	B: And, uh, it just, you know, it, it gives you a, a variance even though it's the same color. //A: Right. Well, that's good, that's good.	ditransitive	you/pp	variance/nn	P	N	7	0.17207849	everybody/pn-power/nn	everybody/pn	12	0.29974598	power/nn	everybody/pn	power/nn	5
dat-2941	B:  Oh, oh, I know. I know. Especially when you're out on the highway. //A:  Yeah, that's where I was. Luckily someone came by and gave me a ride. //	ditransitive	me/pp	ride/nn	P	N	7	0.44839486	everybody/pn-bag/nn	everybody/pn	8	0.31704286	bag/nn	everybody/pn	bag/nn	5
dat-2942	B: -- [Printer] and not giving them the skills and whatever those skills are necessary to make those job changes, which I think is going to be a hard thing for, for people to face.	ditransitive	them/pp	skills/nn	P	N	7	0.2620939	everybody/pn-referrals/nn	everybody/pn	2	0.25661004	referrals/nn	everybody/pn	referrals/nn	5
dat-2943	doing and for the, uh, oh my gosh, I can't think of the word, but for the, what they have to accept that's they are responsible for. Uh, responsibilities is what I am trying to say. //B: Oh, I don't think so. I think it has come a long ways in terms of giving them equal opportunities [noise] -- //A: Uh-huh.	ditransitive	them/pp	opportunities/nn	P	N	7	0.2620939	everybody/pn-referrals/nn	everybody/pn	2	-0.007914289	referrals/nn	everybody/pn	other	5
dat-2944	B: Yeah. Well, at Central and L B J. And I work for a liquor distiller. //A: Oh. Do they give you any samples at Christmas? //B: Yes, they do. //A: #[Laughter].#	ditransitive	you/pp	sample/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	-0.21464029	these/dd	everybody/pn	other	5
dat-2945	A: -- had, had ponies in a, at a certain place out there, and it caught on fire and they, they got out there and got all the ponies out, and these people were so happy that they gave her this pony -- //B: Well. //A: -- for saving the rest of them. And, as I say, we had Sandy for about	ditransitive	her/pp	pony/nn	P	N	7	0.21008055	everybody/pn-bag/nn	everybody/pn	8	0.45345205	bag/nn	everybody/pn	bag/nn	5
dat-2946	A: Yes and that is what is giving the local, uh, insurance companies hard times. That is the one thing we have no control over are these charges that happen when you go to hospitals and you get something done and they want to charge twenty thousand dollars for it.	ditransitive	companies/nn	times/nn	N	N	2	0.5218712	kids/nn-live/nn	kids/nn	10	0.3339646	live/nn	kids/nn	live/nn	3
dat-2947	I hope I've -- //B:  Well, I've enjoyed -- //A:  -- given you some ideas -- //B:  -- talking with you. //A:  -- and, uh, that's one thing we can enjoy is good delicious food.	ditransitive	you/pp	ideas/nn	P	N	7	0.17207849	everybody/pn-live/nn	everybody/pn	10	0.28133678	live/nn	everybody/pn	live/nn	5
dat-2949	A: I know. And we'll, I need to give you that number, too. But that's one thing we should do, pray with our kids, right?	ditransitive	you/pp	number/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.2981818	discount/nn	everybody/pn	discount/nn	5
dat-2950	@A:  Um, I haven't given this a, a lot of thought. I'm, uh, that, that's a whole, pleased with the pr-, practice that is they, I, uh, I don't, ((you would favor)) invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. Uh, I haven't given this matter enough thought.	ditransitive	matter/nn	thought/nn	N	N	6	0.516383	court/nn-doubt/nn	court/nn	9	0.4654712	doubt/nn	court/nn	doubt/nn	3
dat-2951	B: It's like, well, I can't really give you a recipe, uh -- //A: Uh-huh, you'd just do it.	ditransitive	you/pp	recipe/nn	P	N	7	0.17207849	everybody/pn-orange/nn	everybody/pn	11	0.7512026	orange/nn	everybody/pn	orange/nn	5
dat-2952	A: But I couldn't believe they'd given him a contract like they had where that they couldn't get rid of him. //B: Yeah, well, they al-, he already had, uh, two strikes against him when they gave him that contract [sniffing]. //A: I guess they felt like that was enough, you know, uh, if that, you know, if, if they had to get out of it they could, and they wouldn't want out of it unless he did something wrong.	ditransitive	him/pp	contract/nn	P	N	7	0.46108976	everybody/pn-discount/nn	everybody/pn	0	0.007989931	discount/nn	everybody/pn	discount/nn	5
dat-2953	A: Yeah, they, uh, her husband's sister, and she needs the money and -- //B: Uh-huh. //A: -- and plus, she-, you know, she's close and gives them good care, and -- //B: Does she have kids too?	ditransitive	them/pp	care/nn	P	N	7	0.2620939	everybody/pn-service/nn	everybody/pn	4	0.44618437	service/nn	everybody/pn	service/nn	5
dat-2954	A: I know. Well, I know that, uh, our son for Christmas, we usually for Christmas, we will give him a suit -- //B: Uh-huh. //A: -- and we try to, you know, stay around two hundred and something on them.	ditransitive	him/pp	suit/nn	P	N	7	0.46108976	everybody/pn-bag/nn	everybody/pn	8	0.4713989	bag/nn	everybody/pn	bag/nn	5
dat-2955	B: Yeah, I wouldn't mind just calling up the grocery store and giving them my order and -- //A: Right.	ditransitive	them/pp	order/nn	P	N	7	0.2620939	everybody/pn-appeal/nn	everybody/pn	7	0.12701511	appeal/nn	everybody/pn	appeal/nn	5
dat-2956	B: Or just to sit down for a short while and watch the news than it is to sit down and, you know, I mean I'll read periodicals and stuff, too, but, uh, usually those come out after the fact and, course they give you more information, so if you want that, then that's fine [laughter]. //A: Yeah, well, I think sometimes, you know, you'll hear it on T V and you want, want to go into it deeper. You, uh, you --	ditransitive	you/pp	information/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.21458472	these/dd	everybody/pn	these/dd	5
dat-2957	B: -- I think it is about time. Especially with the Israelis that we, [breathing] because many times in the past they've, you know, they're happy to take our money and stuff, but they often times fail to give us any support in return.	ditransitive	us/pp	support/nn	P	N	7	0.17421363	everybody/pn-power/nn	everybody/pn	12	0.36903194	power/nn	everybody/pn	power/nn	5
dat-2958	A:  -- she was the one with a little bit (( )) than I was because I had my credit cards, I think, up to the limit and I was giving [laughter] everyone ten dollars a month and everything like that. //B:  [Laughter] Oh. That will cost you a fortune.	ditransitive	everyone/pn	dollar/nn	I	N	7	0.34812793	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
dat-2959	A:  Nice to meet you and, uh, give it a try. I think you'll enjoy it. //B:  Okay.	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2960	A: Oh, no kidding. //B: And, //A: We'll have to maybe give that a try sometime. //B: Well, I'd highly recommend it, particularly if you're Catholic. I think you'd have a great appreciation for it.	ditransitive	that/dd	try/nn	D	N	14	0.3359539	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2961	A: But to give you an example, uh, you know, one of her kids will come in and he's, you could tell he was just bombed out on drugs, and, uh, she sends him to the principal's office, and the principal sends him right back, or her right back, and says, Hey, your problem, you take care of it. You're not allowed to send them home. You know, if you do that, then your allocation's	ditransitive	you/pp	example/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.010267865	these/dd	everybody/pn	these/dd	5
dat-2962	B: Well, he's giving me an estimate. //A: Uh-huh.	ditransitive	me/pp	estimate/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.2491972	discount/nn	everybody/pn	discount/nn	5
dat-2963	B: But, it, it, uh, all the rooms are small, I mean, but it ends up giving us three bedrooms, which we wanted. And, uh. Use an extra one for an office -- //A: Oh, uh-huh.	ditransitive	us/pp	bedroom/nn	P	N	7	0.17421363	everybody/pn-bag/nn	everybody/pn	8	0.293844	bag/nn	everybody/pn	bag/nn	5
dat-2964	A: No, she gave me her ticket. //B: Oh, oh. //A: She decided not to go -- //B: Uh-huh. //A: -- so she gave me her ticket, and I went with her friend -- //B: Oh.	ditransitive	me/pp	ticket/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.2761111	discount/nn	everybody/pn	discount/nn	5
dat-2965	A: No, she gave me her ticket. //B: Oh, oh. //A: She decided not to go -- //B: Uh-huh. //A: -- so she gave me her ticket, and I went with her friend -- //B: Oh.	ditransitive	me/pp	ticket/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.2761111	discount/nn	everybody/pn	discount/nn	5
dat-2966	A: Yeah, well, you think you all will fire your coach? //B: Uh, I don't know. You know, I don't know. I think maybe they'll give him another year. //A: Yeah, they probably well.	ditransitive	him/pp	year/nn	P	N	7	0.46108976	everybody/pn-half/nn	everybody/pn	3	0.6504423	half/nn	everybody/pn	half/nn	5
dat-2967	A: Oh, that's right, so that helps out. //B: Uh-huh. //A: gives you a bit there. //B: How do you all do yours?	ditransitive	you/pp	bit/rr	P	I	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.5913327	one/pn	everybody/pn	one/pn	8
dat-2968	A: And I just do warehouse work. //B: Uh-huh, and did they give you drug testing? //A: Uh, not, they hired me in nineteen eighty-four so, //B: Oh.	ditransitive	you/pp	testing/nn	P	N	7	0.17207849	everybody/pn-drug/nn	everybody/pn	1	0.38171342	drug/nn	everybody/pn	drug/nn	5
dat-2969	A: Exactly, some of these boring ones, you just kind of babble on, I guess [laughter]. //B: Yeah, well, we will, we'll just give them lots of talk about, won't we? //A: All right, we ready to give it a shot? //B: Yeah, that's right.	ditransitive	it/pp	shot/nn	P	N	14	0.4634987	it/pp-these/dd	it/pp	14	-0.071602374	these/dd	it/pp	other	NA
dat-2970	A: Well, you ready to give this topic a, a whiz? //B: That'd be great.	ditransitive	topic/nn	whiz/nn	N	N	6	0.3070982	court/nn-these/dd	court/nn	14	0.22811121	these/dd	court/nn	these/dd	3
dat-2971	A: -- back in the days when, uh, the government paid the student's tuition and, and bought books up to a certain amount, plus gave the veteran a stipend. We started off with ninety dollars a month, and then a little bit later got up to a hundred and five dollars a month.	ditransitive	veteran/nn	stipend/nn	N	N	1	0.18855959	team/nn-discount/nn	team/nn	0	0.4248407	discount/nn	team/nn	discount/nn	3
dat-2972	B: -- going an hour later and picking it up [laughter]. //A: Right, but then you know, there is the process of selection. Would you have to give them [breathing] -- //B: Right. //A: -- the brand and, uh,	ditransitive	them/pp	brand/nn	P	N	7	0.2620939	everybody/pn-plant/nn	everybody/pn	6	0.2423484	plant/nn	everybody/pn	plant/nn	5
dat-2973	B: Um, to give you an example, both of my children are in the academy system in the Garland School District, and it's a public system, however, you'd think that it was a private school, because I take it, the best teachers and the best students, they're taking top three percent that have tested out, you know, in the district and, uh, put them in this academy system, and to get	ditransitive	you/pp	example/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.010267865	these/dd	everybody/pn	these/dd	5
dat-2974	B: Oh, I found out about it because I attended, uh, [lipsmack] a conference for the Acoustical Society of America in Texas and, uh, [lipsmack] the chairman of the session where a presented a paper, uh, uh, is it Mister Godfrey, he, uh, was, uh, [lipsmack] he, he gave me, a, a thing and said to try and find others to help join for this project. //A: Huh. And, so you're enjoying all the benefits that a professor would at the moment. Is there,	ditransitive	me/pp	thing/nn	P	N	7	0.44839486	everybody/pn-one/pn	everybody/pn	5	0.6697145	one/pn	everybody/pn	one/pn	8
dat-2975	guys at work, is right after Christmas because they're -- //B: #They're so# -- //A: -- #too busy to give # -- //B: -- swamped -- //A: -- you a rush.	ditransitive	you/pp	rush/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.15461993	book/nn	everybody/pn	book/nn	5
dat-2976	B: So, and the other thing I like to do is, uh, cook. I have, um, uh, uh, planned, uh, menus for various organizations, and this year I was asked to take care of, uh, several luncheons and dinners up at my children's school. And the next thing that we're getting ready for is a big faculty luncheon, and we're going to give them Italian food [laughter].	ditransitive	them/pp	food/nn	P	N	7	0.2620939	everybody/pn-plant/nn	everybody/pn	6	0.04351764	plant/nn	everybody/pn	plant/nn	5
dat-2977	B: -- and, it, it ultimately gives you an uplift. //A: Exactly. //B: I, I, I guess you have to look at it like that anyway.	ditransitive	you/pp	uplift/nn	P	N	7	0.17207849	everybody/pn-doubt/nn	everybody/pn	9	0.35369444	doubt/nn	everybody/pn	doubt/nn	5
dat-2978	A: -- and actually get both -- //B: Right. //A: -- of them. And not all that many places actually give you two degrees. //B: Right. //A: So, he, he weeded out the ones, uh, that did not offer that kind of thing,	ditransitive	you/pp	degrees/nn	P	N	7	0.17207849	everybody/pn-referrals/nn	everybody/pn	2	0.2968622	referrals/nn	everybody/pn	referrals/nn	5
dat-2979	B: Well, now when I first moved to Dallas, I moved up here by myself and, uh, my Dad gave me a gun -- //A: Uh-huh. //B: -- but I never did go out and practice with it enough to feel comfortable	ditransitive	me/pp	gun/nn	P	N	7	0.44839486	everybody/pn-bag/nn	everybody/pn	8	0.34271127	bag/nn	everybody/pn	bag/nn	5
dat-2980	B: #and,# you know, electrical and all that kind of stuff so. ((Thing is the)) funny thing, they s-, they, uh, they wouldn't give me the permit because they needed a, a pre-inspection. Okay? //A: [Laughter] Yeah. #Uh-huh.#	ditransitive	me/pp	permit/nn	P	N	7	0.44839486	everybody/pn-service/nn	everybody/pn	4	0.34506172	service/nn	everybody/pn	service/nn	5
dat-2981	A: Yeah, they, they gave us some deer and some of it's still in the freezer and they, about eight months ago [laughter] they gave it to us.	ditransitive	us/pp	deer/nn	P	N	7	0.17421363	everybody/pn-bag/nn	everybody/pn	8	0.095994525	bag/nn	everybody/pn	bag/nn	5
dat-2983	A: I mean illustrations, real examples, you know -- //B: Right, right. //A: -- instead of just giving me a sermon or giving me a, you know, how-to type idea. //B: Do you know what I [laughter] hate, I hate to read books by people like HOW TO RAISE CHILDREN, and they're single.	ditransitive	me/pp	sermon/nn	P	N	7	0.44839486	everybody/pn-book/nn	everybody/pn	13	0.47713035	book/nn	everybody/pn	book/nn	5
dat-2984	B: Oh. //A: So, I just try to keep that up, because it seems like if I don't, then, then my back gives me a problem again. //B: Right. //A: So I try to do it every night, #and uh.#	ditransitive	me/pp	problem/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.12395348	these/dd	everybody/pn	other	5
dat-2985	A: -- but, uh, they was getting a program set up, that for all new hires they was going drug, uh, give them drug tests. //B: Oh. //A: But, uh, they didn't hire very many new hires because all the people that	ditransitive	them/pp	test/nn	P	N	7	0.2620939	everybody/pn-drug/nn	everybody/pn	1	0.26896137	drug/nn	everybody/pn	drug/nn	5
dat-2986	A: Well, did they give you any back, any problem or they just give you a new one or what?	ditransitive	you/pp	problem/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	-0.12395348	these/dd	everybody/pn	other	5
dat-2987	B: An eighty-two Tercel and that thing never gave us any problems. //A: Really? //B: We had a wreck with it and, uh,	ditransitive	us/pp	problems/nn	P	N	7	0.17421363	everybody/pn-live/nn	everybody/pn	10	0.49474192	live/nn	everybody/pn	live/nn	5
dat-2988	A: the N F C lately, so -- //B: Huh. //A: -- I just, I hope they can give them a game. I think it will be a good game this year, but -- //B: Yeah.	ditransitive	them/pp	game/nn	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.39307168	book/nn	everybody/pn	book/nn	5
dat-2989	B: Right. Right. I think, I am just afraid of what they're going to do with their nuclear war head that they already have right now that, uh, they said you know that they are open to, uh, anybody that is willing to pay the money. I think you grant that you know if you've got the money for it we will give you the war head.	ditransitive	you/pp	warhead/nn	P	N	7	0.17207849	everybody/pn-plant/nn	everybody/pn	6	0.53019637	plant/nn	everybody/pn	plant/nn	5
dat-2990	A: That's not bad, okay, and it's five dollars a prescription -- //B: Right. //A: -- every time I go and they give you generic stuff anyway. //B: Right.	ditransitive	you/pp	stuff/nn	P	N	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.41955566	one/pn	everybody/pn	one/pn	8
dat-2991	A: -- but she gets angry that you're not giving her the attention -- //B: Uh-huh.	ditransitive	her/pp	attention/nn	P	N	7	0.21008055	everybody/pn-power/nn	everybody/pn	12	0.3528383	power/nn	everybody/pn	power/nn	5
dat-2992	A: -- I think they might have been a contender, might have given Washington a game.	ditransitive	washington/np	game/nn	N	N	13	0.5605249	fred/np-book/nn	fred/np	13	0.39307168	book/nn	fred/np	book/nn	5
dat-2993	A: -- we always just give her her purse, you know, and she'll -- //B: Yeah. //A: -- get it out or whatever.	ditransitive	her/pp	purse/nn	P	N	7	0.21008055	everybody/pn-bag/nn	everybody/pn	8	0.5036945	bag/nn	everybody/pn	bag/nn	5
dat-2994	@@A: Uh-huh. Yep. [tone] Well, be sure and tell Diane ''Hello'' and it has been a pleasure talking to you [tone]. It sounds like our time [tone] is up and, uh, give him the best from, uh, his dad [tone]. //B: Okay, I'm, I am not sure if our time is up or [tone] my phone just went out #of# --	ditransitive	him/pp	best/nn	P	N	7	0.46108976	everybody/pn-live/nn	everybody/pn	10	0.5094809	live/nn	everybody/pn	live/nn	5
dat-2995	B: And, uh, there is a number that you can send or a place that you can send to the post office and give them your address and tell them you don't want anymore of this, and I just haven't done, in fact, she was just telling me about it recently.	ditransitive	them/pp	address/nn	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.29588723	book/nn	everybody/pn	book/nn	5
dat-2996	their lots that they own that are green and stuff, they keep them really nice. Uh, their schools here are really good and updated. They've got computers in the schools. I'm very pleased, at least with the area that we're in, with how they spend their money. Their, their, they don't tax us outrageously and they seem to really give us a lot for our tax dollars. They offer community classes for our kids to go to that are just very mis-, minimal costs, you know, just cover the instructor.	ditransitive	us/pp	lot/rr	P	I	7	0.17421363	everybody/pn-one/pn	everybody/pn	5	0.57851356	one/pn	everybody/pn	one/pn	8
dat-2997	you've got to do these, you've got to investigate it, you've got to check all these things, does it have that, you, you know, you can't just go to this dealer, you really need to check them all, and you can't fall in love with one, you've got to be able to turn your back on, and then by the time everyone had given me their advice, I thought, you know, this car turns on every morning. I think I'll [laughter] just keep going.	ditransitive	me/pp	advice/nn	P	N	7	0.44839486	everybody/pn-these/dd	everybody/pn	14	-0.04583331	these/dd	everybody/pn	other	5
dat-2999	B: -- I had the same problem whenever I had a General Motors car. I had a Chevy and, uh, it was constantly giving me valve problems. I had this constant ticking of the valves and, uh, I switched over to Chrysler Plymouth, and I haven't had a lick of problem. //A: Does your car have an air bag?	ditransitive	me/pp	problems/nn	P	N	7	0.44839486	everybody/pn-live/nn	everybody/pn	10	0.49474192	live/nn	everybody/pn	live/nn	5
dat-3000	B: -- and letting them know they're loved and stuff. //A: Right. #Right.# //B: #give them, give them an edge,# but, we feel like, like the first year needs to be devoted to, uh, making the family, the couple strong -- //A: Uh-huh.	ditransitive	them/pp	edge/nn	P	N	7	0.2620939	everybody/pn-plant/nn	everybody/pn	6	0.29138508	plant/nn	everybody/pn	plant/nn	5
dat-3001	B: Back to Mississippi? //A: Well, I don't know, we're going give them another choice [laughter].	ditransitive	them/pp	choice/nn	P	N	7	0.2620939	everybody/pn-appeal/nn	everybody/pn	7	0.24325427	appeal/nn	everybody/pn	appeal/nn	5
dat-3002	B: And, uh, most of the benefits are pretty good. The hospital benefits and, and they let you pick your own doctor. You have your choice actually. If, uh, it's better, they give you a list --	ditransitive	you/pp	list/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.258442	book/nn	everybody/pn	book/nn	5
dat-3003	B: #Well I# use to. It use to be a good days that for, instead of giving my kids an allowance I just told them they could go around the neighborhood and collect things to be recycled and then I would drive them over and they would get some money --	ditransitive	kids/nn	allowance/nn	N	N	2	0.6238054	kids/nn-discount/nn	kids/nn	0	0.55865335	discount/nn	kids/nn	discount/nn	3
dat-3004	A: Yeah. //B: So what I did was I gave her another checkbook and I said okay y-, this is your account. You can have money anytime you want it, just tell me how much is in your account. //A: Uh-huh.	ditransitive	her/pp	checkbook/nn	P	N	7	0.21008055	everybody/pn-discount/nn	everybody/pn	0	0.4701564	discount/nn	everybody/pn	discount/nn	5
dat-3005	B: -- one thing that Mom got into was that was pretty nice was an H M O. They took all the money from, from, uh, Medicare, how should I say it, uh, this H M O thing said,, uh, had an agreement with Medicare that said on the average you are going to spend X amount of dollars per year, so if you will give us that money, we promise to take care of, of, uh -- //A: #All the bills.#	ditransitive	us/pp	money/nn	P	N	7	0.17421363	everybody/pn-discount/nn	everybody/pn	0	0.5298119	discount/nn	everybody/pn	discount/nn	5
dat-3006	B: Uh, sort of. Yeah. I live in Virginia. I don't, I work in D C [sniffing]. //A: So, I'm, uh, and I'm, well I'll give you a clue. I've, if, if guns caused crime, there'd be a lot of crime in Virginia and not much in D C #[laughter] but# -- //B: #[Laughter]# So how does that rate you in the, uh, the scale that they've	ditransitive	you/pp	clue/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.3478039	these/dd	everybody/pn	these/dd	5
dat-3007	B: -- you know, every one, and every, all the candidates just seem to be, you now, have this bread and circuses policy of, you know, we'll give you a dollar a day, if you vote for us.	ditransitive	you/pp	dollar/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.2583885	discount/nn	everybody/pn	discount/nn	5
dat-3008	A: -- they'll, uh, check to see if you're H I V positive and if you are, not only will they not give you, uh, a policy, but they'll, uh, they have like, there's like, you know, a database of people that have tested positive, so you'll never be able to get insurance ever again.	ditransitive	you/pp	policy/nn	P	N	7	0.17207849	everybody/pn-power/nn	everybody/pn	12	0.14073437	power/nn	everybody/pn	power/nn	5
