Token.ID	Variety	Corpus	Speaker	Speaker.sex	Speaker.YOB	Context	Inclusion	Inclusion.comments	Semantics	Response.variable	Verb.form	Verb.particle	Recipient	Recipient.head	Recipient.type	Recipient.animacy	Recipient.definiteness	Recipient.length	Recipient.coordinated	Recipient.quantified.pronoun	Recipient.contains.contraction	Recipient.contains.acronym	Recipient.contains.multiword.number	Recipient.contains.potentially.relevant.like	Theme	Theme.head	Theme.type	Theme.animacy	Theme.definiteness	Theme.length	Theme.coordinated	Theme.quantified.pronoun	Theme.rate.expression	Theme.contains.contraction	Theme.contains.acronym	Theme.contains.multiword.number	Theme.contains.potentially.relevant.like	Recipient.lemma	Recipient.inlist	Theme.lemma	Theme.inlist
dat-2920	US	SWBD	1304	M	1950	B: Uh-huh [noise]. //A: But we had these two, that, they we knew someone that, uh, uh, you know, wanted to get rid of these kittens and, uh, [sigh] so we gave it a try. And, uh, //B: [Noise].	y	NA	A	D	gave	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	try	TRUE
dat-2921	US	SWBD	1304	M	1950	A: And so we finally found someone else that was willing to, to, {pause} to give it a try with #them.#	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	try	TRUE
dat-2922	US	SWBD	1304	M	1950	A: Uh, so they ended up finding someone else that was willing to give it a #try# --	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	try	TRUE
dat-2923	US	SWBD	1307	F	1953	B: Uh-huh, uh-huh. Well, it takes, our vet probably said seven to nine months, uh, is the real time you really want to put into them for the training, as far as the initial training, and he said if you give them just that much, then the rest of their life with you is just going to be real nice. //A: That's right.	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	that much	much	D	I	Definite	2	0	0	0	0	0	0	0	them	TRUE	much	TRUE
dat-2924	US	SWBD	1312	M	1951	B: I en-, I enjoy the music, it gives me an out. //A: Yeah.	y	NA	A	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	an out	out	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	out	TRUE
dat-2925	US	SWBD	1312	M	1951	radio shows here in the Dallas market regarding income taxes, make sure every one pays the right amount. And I am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the I R S does things. They're not going to give you any breaks. I mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //A: And then they're going to tax you on that for, or they're going to give you an interest on it --	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	any breaks	breaks	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	break	TRUE
dat-2926	US	SWBD	1325	M	1960	B: -- and I went and my first day of enrollment in college I walked around, I go into the aerospace building and they gave me the curriculum and it's like, twenty-one units to twenty-four units a quarter.	y	NA	A	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the curriculum	curriculum	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	curriculum	TRUE
dat-2927	US	SWBD	1327	F	1944	And that just -- //B: Oh. //A: -- gave me the creeps because I, you know, I just hate to think they did that to anything or anybody. //B: Huh.	y	NA	A	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the creeps	creeps	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	creep	TRUE
dat-2928	US	SWBD	1341	F	1944	A: -- and also what they can be told about the effects of sentencing. Like, if you give somebody fifteen years, they'll be out in three weeks or something like that. I, maybe it's not quite that radical, but, but those things are not, those are things are kept from the jury.	y	NA	A	D	give	NA	somebody	somebody	I	A	Indefinite	1	0	0	0	0	0	0	fifteen years	years	N	T	Indefinite	2	0	0	0	0	0	0	0	somebody	TRUE	year	TRUE
dat-2929	US	SWBD	1349	F	1965	B: Uh, and in Texas there is, there is a couple of questions you have to ask, uh, in the punishment phase. Uh, for example, was the guy provoked and was the response reasonable given the provocation [noise]. And there is a number of questions and just depending on whether you say yes or no, uh, you, you can give him capital punishment and if you're up to the point where if he still qualifies for capital punishment, [noise] then you can look at mitigating circumstances. //A: Okay. So,	y	NA	A	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	capital punishment	punishment	N	I	Indefinite	2	0	0	0	0	0	0	0	him	TRUE	punishment	TRUE
dat-2930	US	SWBD	1349	F	1965	A: -- or, you know, if some, some group just isn't going to play any more, they'll just give us their music, and that type of thing. //B: Uh-huh. //A: And we do an awful lot of, you know, we don't charge for any of our	y	NA	A	D	give	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	their music	music	N	I	Definite	2	0	0	0	0	0	0	0	us	TRUE	music	TRUE
dat-2931	US	SWBD	1349	F	1965	A:  -- is real good about letting you have them there so I, //B:  Yeah. I guess we should have tried the pound, but the humane society, uh, wasn't interested in giving us a pet so, //A:  Huh, well, that's terrible. //B:  Yeah, I thought it was, too.	y	NA	T	D	giving	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a pet	pet	N	A	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	pet	TRUE
dat-2932	US	SWBD	1352	F	1959	B: -- the magazine before, back in nineteen, uh, eighty-six, and I thought, Well, I'll give it a try again, because you get tired of one magazine, and you need to try a --	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	try	TRUE
dat-2933	US	SWBD	1357	F	1936	A:  -- and I tried, uh, reading the magazines hoping I would get more from it and it was just above my head without having someone there to give me the advice as I went along. //B:  Uh-huh. //A:  It was, you know, kind of a little bit more than what I	y	NA	C	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the advice	advice	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	advice	TRUE
dat-2934	US	SWBD	1359	M	1952	A: And whenever he gets back to the airport here, he flies down to Aruba tomorrow. But whenever he gets back to the airport here tonight, he's going to give me a call. We're going to have dinner together because he wants to talk with me about some more stuff. //B: Uh-huh.	y	NA	A	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a call	call	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	call	TRUE
dat-2935	US	SWBD	1367	F	1955	A: -- um, who, who does, he's really an artist, and he does a wonderful, wonderful job with, I just give him my things, and he triple mats everything -- //B: Uh-huh.	y	NA	T	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	my things	things	N	I	Definite	2	0	0	0	0	0	0	0	him	TRUE	things	TRUE
dat-2936	US	SWBD	1370	M	1964	A: Yeah, why, I don't know, I, I think they're kind of nice to have, they're kind of, you know, just relaxing to, I don't know, to pet and to, I don't know, when they like sit up on your lap and stuff like that, just kind of enjoyable to, you know, have like, I don't know, something giving you some affection as well.	y	NA	A	D	giving	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	some affection	affection	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	affection	TRUE
dat-2937	US	SWBD	1371	F	1970	A: What kind of insurance do you have up there or is it real high up there? //B: Uh, no mine just got lowered because I just turned twenty-one and, uh, I'm not sure really how much I pay. I just, my mom's helping me out, you know, because I'm a college, I'm in college and, uh, so I just give her the money [laughter] -- //A: Right.	y	NA	T	D	give	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	the money	money	N	I	Definite	2	0	0	0	0	0	0	0	her	TRUE	money	TRUE
dat-2938	US	SWBD	1374	M	1961	B: Right. //A: -- and they're always looking for free lance editors. //B: Oh let me, let me give you, let me give you, uh, our address. //A: Okay, I can send her some information about it, because I know they mail manuscripts, and for a compl-, well I think it's three chapters and a synopsis, which would be around sixty pages,	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	our address	address	N	I	Definite	2	0	0	0	0	0	0	0	you	TRUE	address	TRUE
dat-2939	US	SWBD	1378	M	1940	A: That's how I got my other ones by selling their product for them. They not only give me a demonstrator, but the hardware as well as the software. //B: Uh-huh.	y	NA	A	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a demonstrator	demonstrator	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	demonstrator	TRUE
dat-2940	US	SWBD	1383	M	1947	B: And, uh, it just, you know, it, it gives you a, a variance even though it's the same color. //A: Right. Well, that's good, that's good.	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a variance	variance	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	variance	TRUE
dat-2941	US	SWBD	1388	M	1967	B:  Oh, oh, I know. I know. Especially when you're out on the highway. //A:  Yeah, that's where I was. Luckily someone came by and gave me a ride. //	y	NA	A	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a ride	ride	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	ride	TRUE
dat-2942	US	SWBD	1390	M	1942	B: -- [Printer] and not giving them the skills and whatever those skills are necessary to make those job changes, which I think is going to be a hard thing for, for people to face.	y	NA	A	D	giving	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	the skills	skills	N	I	Definite	2	0	0	0	0	0	0	0	them	TRUE	skills	TRUE
dat-2943	US	SWBD	1390	M	1942	doing and for the, uh, oh my gosh, I can't think of the word, but for the, what they have to accept that's they are responsible for. Uh, responsibilities is what I am trying to say. //B: Oh, I don't think so. I think it has come a long ways in terms of giving them equal opportunities [noise] -- //A: Uh-huh.	y	NA	A	D	giving	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	equal opportunities	opportunities	N	I	Indefinite	2	0	0	0	0	0	0	0	them	TRUE	opportunities	TRUE
dat-2944	US	SWBD	1400	F	1942	B: Yeah. Well, at Central and L B J. And I work for a liquor distiller. //A: Oh. Do they give you any samples at Christmas? //B: Yes, they do. //A: #[Laughter].#	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	any samples	samples	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	sample	TRUE
dat-2945	US	SWBD	1402	M	1924	A: -- had, had ponies in a, at a certain place out there, and it caught on fire and they, they got out there and got all the ponies out, and these people were so happy that they gave her this pony -- //B: Well. //A: -- for saving the rest of them. And, as I say, we had Sandy for about	y	NA	T	D	gave	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	this pony	pony	N	A	Definite	2	0	0	0	0	0	0	0	her	TRUE	pony	TRUE
dat-2946	US	SWBD	1402	M	1924	A: Yes and that is what is giving the local, uh, insurance companies hard times. That is the one thing we have no control over are these charges that happen when you go to hospitals and you get something done and they want to charge twenty thousand dollars for it.	y	NA	A	D	giving	NA	the local insurance companies	companies	N	C	Definite	4	0	0	0	0	0	0	hard times	times	N	T	Indefinite	2	0	0	0	0	0	0	0	companies	TRUE	times	TRUE
dat-2947	US	SWBD	1402	M	1924	I hope I've -- //B:  Well, I've enjoyed -- //A:  -- given you some ideas -- //B:  -- talking with you. //A:  -- and, uh, that's one thing we can enjoy is good delicious food.	y	NA	C	D	given	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	some ideas	ideas	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	ideas	TRUE
dat-2948	US	SWBD	1403	NA	NA	A:  It's kind of hard to, to get an even keel on that. I mean, it's really hard to say, well, there's, you know, a hundred thousand per year affected by this one so let's give it this amount, and then this other one's only a tenth of that, so give it a tenth of that and, and just keep [breathing] doling it out that way or,	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	this amount	amount	N	I	Definite	2	0	0	0	0	0	0	0	it	TRUE	amount	TRUE
dat-2949	US	SWBD	1405	F	1955	A: I know. And we'll, I need to give you that number, too. But that's one thing we should do, pray with our kids, right?	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	that number	number	N	I	Definite	2	0	0	0	0	0	0	0	you	TRUE	number	TRUE
dat-2950	US	SWBD	1407	M	1949	@A:  Um, I haven't given this a, a lot of thought. I'm, uh, that, that's a whole, pleased with the pr-, practice that is they, I, uh, I don't, ((you would favor)) invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. Uh, I haven't given this matter enough thought.	y	NA	A	D	given	NA	this matter	matter	N	I	Definite	2	0	0	0	0	0	0	enough thought	thought	N	I	Indefinite	2	0	0	0	0	0	0	0	matter	TRUE	thought	TRUE
dat-2951	US	SWBD	1408	F	1961	B: It's like, well, I can't really give you a recipe, uh -- //A: Uh-huh, you'd just do it.	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a recipe	recipe	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	recipe	TRUE
dat-2952	US	SWBD	1411	M	1951	A: But I couldn't believe they'd given him a contract like they had where that they couldn't get rid of him. //B: Yeah, well, they al-, he already had, uh, two strikes against him when they gave him that contract [sniffing]. //A: I guess they felt like that was enough, you know, uh, if that, you know, if, if they had to get out of it they could, and they wouldn't want out of it unless he did something wrong.	y	NA	A	D	gave	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	that contract	contract	N	I	Definite	2	0	0	0	0	0	0	0	him	TRUE	contract	TRUE
dat-2953	US	SWBD	1413	M	1940	A: Yeah, they, uh, her husband's sister, and she needs the money and -- //B: Uh-huh. //A: -- and plus, she-, you know, she's close and gives them good care, and -- //B: Does she have kids too?	y	NA	A	D	gives	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	good care	care	N	I	Indefinite	2	0	0	0	0	0	0	0	them	TRUE	care	TRUE
dat-2954	US	SWBD	1415	F	1939	A: I know. Well, I know that, uh, our son for Christmas, we usually for Christmas, we will give him a suit -- //B: Uh-huh. //A: -- and we try to, you know, stay around two hundred and something on them.	y	NA	T	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	a suit	suit	N	I	Indefinite	2	0	0	0	0	0	0	0	him	TRUE	suit	TRUE
dat-2955	US	SWBD	1417	F	1962	B: Yeah, I wouldn't mind just calling up the grocery store and giving them my order and -- //A: Right.	y	NA	C	D	giving	NA	them	them	P	C	Definite	1	0	0	0	0	0	0	my order	order	N	I	Definite	2	0	0	0	0	0	0	0	them	TRUE	order	TRUE
dat-2956	US	SWBD	1417	F	1962	B: Or just to sit down for a short while and watch the news than it is to sit down and, you know, I mean I'll read periodicals and stuff, too, but, uh, usually those come out after the fact and, course they give you more information, so if you want that, then that's fine [laughter]. //A: Yeah, well, I think sometimes, you know, you'll hear it on T V and you want, want to go into it deeper. You, uh, you --	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	more information	information	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	information	TRUE
dat-2957	US	SWBD	1429	M	1964	B: -- I think it is about time. Especially with the Israelis that we, [breathing] because many times in the past they've, you know, they're happy to take our money and stuff, but they often times fail to give us any support in return.	y	NA	A	D	give	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	any support	support	N	I	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	support	TRUE
dat-2958	US	SWBD	1436	M	1940	A:  -- she was the one with a little bit (( )) than I was because I had my credit cards, I think, up to the limit and I was giving [laughter] everyone ten dollars a month and everything like that. //B:  [Laughter] Oh. That will cost you a fortune.	y	NA	T	D	giving	NA	everyone	everyone	I	A	Definite	1	0	0	0	0	0	0	ten dollars a month	dollars	N	I	Indefinite	4	0	0	1	0	0	0	0	everyone	TRUE	dollar	TRUE
dat-2959	US	SWBD	1436	M	1940	A:  Nice to meet you and, uh, give it a try. I think you'll enjoy it. //B:  Okay.	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	try	TRUE
dat-2960	US	SWBD	1436	M	1940	A: Oh, no kidding. //B: And, //A: We'll have to maybe give that a try sometime. //B: Well, I'd highly recommend it, particularly if you're Catholic. I think you'd have a great appreciation for it.	y	NA	A	D	give	NA	that	that	D	I	Definite	1	0	0	0	0	0	0	a try	try	N	I	Indefinite	2	0	0	0	0	0	0	0	that	TRUE	try	TRUE
dat-2961	US	SWBD	1436	M	1940	A: But to give you an example, uh, you know, one of her kids will come in and he's, you could tell he was just bombed out on drugs, and, uh, she sends him to the principal's office, and the principal sends him right back, or her right back, and says, Hey, your problem, you take care of it. You're not allowed to send them home. You know, if you do that, then your allocation's	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	an example	example	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	example	TRUE
dat-2962	US	SWBD	1437	F	1941	B: Well, he's giving me an estimate. //A: Uh-huh.	y	NA	C	D	giving	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	an estimate	estimate	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	estimate	TRUE
dat-2963	US	SWBD	1438	M	1959	B: But, it, it, uh, all the rooms are small, I mean, but it ends up giving us three bedrooms, which we wanted. And, uh. Use an extra one for an office -- //A: Oh, uh-huh.	y	NA	A	D	giving	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	three bedrooms	bedrooms	N	I	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	bedroom	TRUE
dat-2964	US	SWBD	1440	F	1945	A: No, she gave me her ticket. //B: Oh, oh. //A: She decided not to go -- //B: Uh-huh. //A: -- so she gave me her ticket, and I went with her friend -- //B: Oh.	y	NA	T	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	her ticket	ticket	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	ticket	TRUE
dat-2965	US	SWBD	1440	F	1945	A: No, she gave me her ticket. //B: Oh, oh. //A: She decided not to go -- //B: Uh-huh. //A: -- so she gave me her ticket, and I went with her friend -- //B: Oh.	y	NA	T	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	her ticket	ticket	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	ticket	TRUE
dat-2966	US	SWBD	1443	F	1944	A: Yeah, well, you think you all will fire your coach? //B: Uh, I don't know. You know, I don't know. I think maybe they'll give him another year. //A: Yeah, they probably well.	y	NA	A	D	give	NA	him	him	P	A	Definite	1	0	0	0	0	0	0	another year	year	N	T	Indefinite	2	0	0	0	0	0	0	0	him	TRUE	year	TRUE
dat-2967	US	SWBD	1444	F	1962	A: Oh, that's right, so that helps out. //B: Uh-huh. //A: gives you a bit there. //B: How do you all do yours?	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a bit	bit	I	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	bit	TRUE
dat-2968	US	SWBD	1446	M	1969	A: And I just do warehouse work. //B: Uh-huh, and did they give you drug testing? //A: Uh, not, they hired me in nineteen eighty-four so, //B: Oh.	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	drug testing	testing	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	testing	TRUE
dat-2969	US	SWBD	1449	M	1969	A: Exactly, some of these boring ones, you just kind of babble on, I guess [laughter]. //B: Yeah, well, we will, we'll just give them lots of talk about, won't we? //A: All right, we ready to give it a shot? //B: Yeah, that's right.	y	NA	A	D	give	NA	it	it	P	I	Definite	1	0	0	0	0	0	0	a shot	shot	N	I	Indefinite	2	0	0	0	0	0	0	0	it	TRUE	shot	TRUE
dat-2970	US	SWBD	1449	M	1969	A: Well, you ready to give this topic a, a whiz? //B: That'd be great.	y	NA	A	D	give	NA	this topic	topic	N	I	Definite	2	0	0	0	0	0	0	a whiz	whiz	N	I	Indefinite	2	0	0	0	0	0	0	0	topic	TRUE	whiz	TRUE
dat-2971	US	SWBD	1450	F	1927	A: -- back in the days when, uh, the government paid the student's tuition and, and bought books up to a certain amount, plus gave the veteran a stipend. We started off with ninety dollars a month, and then a little bit later got up to a hundred and five dollars a month.	y	NA	T	D	gave	NA	the veteran	veteran	N	A	Definite	2	0	0	0	0	0	0	a stipend	stipend	N	I	Indefinite	2	0	0	0	0	0	0	0	veteran	TRUE	stipend	TRUE
dat-2972	US	SWBD	1455	F	1960	B: -- going an hour later and picking it up [laughter]. //A: Right, but then you know, there is the process of selection. Would you have to give them [breathing] -- //B: Right. //A: -- the brand and, uh,	y	NA	C	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	the brand	brand	N	I	Definite	2	0	0	0	0	0	0	0	them	TRUE	brand	TRUE
dat-2973	US	SWBD	1457	M	1954	B: Um, to give you an example, both of my children are in the academy system in the Garland School District, and it's a public system, however, you'd think that it was a private school, because I take it, the best teachers and the best students, they're taking top three percent that have tested out, you know, in the district and, uh, put them in this academy system, and to get	y	NA	C	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	an example	example	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	example	TRUE
dat-2974	US	SWBD	1462	M	1961	B: Oh, I found out about it because I attended, uh, [lipsmack] a conference for the Acoustical Society of America in Texas and, uh, [lipsmack] the chairman of the session where a presented a paper, uh, uh, is it Mister Godfrey, he, uh, was, uh, [lipsmack] he, he gave me, a, a thing and said to try and find others to help join for this project. //A: Huh. And, so you're enjoying all the benefits that a professor would at the moment. Is there,	y	NA	A	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a thing	thing	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	thing	TRUE
dat-2975	US	SWBD	1464	M	1959	guys at work, is right after Christmas because they're -- //B: #They're so# -- //A: -- #too busy to give # -- //B: -- swamped -- //A: -- you a rush.	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	a rush	rush	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	rush	TRUE
dat-2976	US	SWBD	1465	F	1942	B: So, and the other thing I like to do is, uh, cook. I have, um, uh, uh, planned, uh, menus for various organizations, and this year I was asked to take care of, uh, several luncheons and dinners up at my children's school. And the next thing that we're getting ready for is a big faculty luncheon, and we're going to give them Italian food [laughter].	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	Italian food	food	N	I	Indefinite	2	0	0	0	0	0	0	0	them	TRUE	food	TRUE
dat-2977	US	SWBD	1465	F	1942	B: -- and, it, it ultimately gives you an uplift. //A: Exactly. //B: I, I, I guess you have to look at it like that anyway.	y	NA	A	D	gives	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	an uplift	uplift	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	uplift	TRUE
dat-2978	US	SWBD	1465	F	1942	A: -- and actually get both -- //B: Right. //A: -- of them. And not all that many places actually give you two degrees. //B: Right. //A: So, he, he weeded out the ones, uh, that did not offer that kind of thing,	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	two degrees	degrees	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	degrees	TRUE
dat-2979	US	SWBD	1469	F	1961	B: Well, now when I first moved to Dallas, I moved up here by myself and, uh, my Dad gave me a gun -- //A: Uh-huh. //B: -- but I never did go out and practice with it enough to feel comfortable	y	NA	T	D	gave	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a gun	gun	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	gun	TRUE
dat-2980	US	SWBD	1476	M	1955	B: #and,# you know, electrical and all that kind of stuff so. ((Thing is the)) funny thing, they s-, they, uh, they wouldn't give me the permit because they needed a, a pre-inspection. Okay? //A: [Laughter] Yeah. #Uh-huh.#	y	NA	A	D	give	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	the permit	permit	N	I	Definite	2	0	0	0	0	0	0	0	me	TRUE	permit	TRUE
dat-2981	US	SWBD	1477	M	1957	A: Yeah, they, they gave us some deer and some of it's still in the freezer and they, about eight months ago [laughter] they gave it to us.	y	NA	T	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	some deer	deer	N	I	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	deer	TRUE
dat-2982	US	SWBD	1477	M	1957	A: Yeah, and, uh, it doesn't seem to flower any. And, let's see, we've got a little, somebody gave us a Fichus, and, uh, #when we first got it.# //B: #You haven't killed it?#	y	NA	T	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	a Fichus	Fichus	N	I	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	NA	FALSE
dat-2983	US	SWBD	1480	F	1959	A: I mean illustrations, real examples, you know -- //B: Right, right. //A: -- instead of just giving me a sermon or giving me a, you know, how-to type idea. //B: Do you know what I [laughter] hate, I hate to read books by people like HOW TO RAISE CHILDREN, and they're single.	y	NA	C	D	giving	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a sermon	sermon	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	sermon	TRUE
dat-2984	US	SWBD	1481	F	1935	B: Oh. //A: So, I just try to keep that up, because it seems like if I don't, then, then my back gives me a problem again. //B: Right. //A: So I try to do it every night, #and uh.#	y	NA	A	D	gives	NA	me	me	P	A	Definite	1	0	0	0	0	0	0	a problem	problem	N	I	Indefinite	2	0	0	0	0	0	0	0	me	TRUE	problem	TRUE
dat-2985	US	SWBD	1481	F	1935	A: -- but, uh, they was getting a program set up, that for all new hires they was going drug, uh, give them drug tests. //B: Oh. //A: But, uh, they didn't hire very many new hires because all the people that	y	NA	A	D	give	NA	them	them	P	A	Definite	1	0	0	0	0	0	0	drug tests	tests	N	I	Indefinite	2	0	0	0	0	0	0	0	them	TRUE	test	TRUE
dat-2986	US	SWBD	1481	F	1935	A: Well, did they give you any back, any problem or they just give you a new one or what?	y	NA	A	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	any problem	problem	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	problem	TRUE
dat-2987	US	SWBD	1485	M	1956	B: An eighty-two Tercel and that thing never gave us any problems. //A: Really? //B: We had a wreck with it and, uh,	y	NA	A	D	gave	NA	us	us	P	A	Definite	1	0	0	0	0	0	0	any problems	problems	N	I	Indefinite	2	0	0	0	0	0	0	0	us	TRUE	problems	TRUE
dat-2988	US	SWBD	1486	M	1963	A: the N F C lately, so -- //B: Huh. //A: -- I just, I hope they can give them a game. I think it will be a good game this year, but -- //B: Yeah.	y	NA	A	D	give	NA	them	them	P	I	Definite	1	0	0	0	0	0	0	a game	game	N	I	Indefinite	2	0	0	0	0	0	0	0	them	TRUE	game	TRUE
dat-2989	US	SWBD	1487	M	1967	B: Right. Right. I think, I am just afraid of what they're going to do with their nuclear war head that they already have right now that, uh, they said you know that they are open to, uh, anybody that is willing to pay the money. I think you grant that you know if you've got the money for it we will give you the war head.	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	the warhead	warhead	N	I	Definite	2	0	0	0	0	0	0	0	you	TRUE	warhead	TRUE
dat-2990	US	SWBD	1487	M	1967	A: That's not bad, okay, and it's five dollars a prescription -- //B: Right. //A: -- every time I go and they give you generic stuff anyway. //B: Right.	y	NA	T	D	give	NA	you	you	P	A	Definite	1	0	0	0	0	0	0	generic stuff	stuff	N	I	Indefinite	2	0	0	0	0	0	0	0	you	TRUE	stuff	TRUE
dat-2991	US	SWBD	1489	F	1961	A: -- but she gets angry that you're not giving her the attention -- //B: Uh-huh.	y	NA	A	D	giving	NA	her	her	P	A	Definite	1	0	0	0	0	0	0	the attention	attention	N	I	Definite	2	0	0	0	0	0	0	0	her	TRUE	attention	TRUE
